Player,Innings Bowled In,Balls Bowled,Runs Conceded,Wickets Taken,Best Bowling In An Innings,Bowling Avg,Economy Rate,Bowling Strike Rate,Four Wickets In An Innings,Five Wickets In An Innings,200+ Wickets Taken,<35.00 Bowling Avg,<4.00 Economy Rate,<40.00 Bowling Strike Rate
PS Masvaure (2018-2018),1,18,19,0,-,-,6.33,-,0,0,0,0,0,0
MA Meman (1987-1987),1,39,34,0,-,-,4.97,-,0,0,0,0,0,0
CT Mumba (2016-2017),2,612,67,0,-,-,6.48,-,0,0,0,0,0,0
TK Musakanda (2016-2018),1,12,11,0,-,-,5.5,-,0,0,0,0,0,0
RW Sims (2002-2003),3,132,127,0,-,-,5.77,-,0,0,0,0,0,0
CB Wishart (1996-2005),1,12,12,0,-,-,6,-,0,0,0,0,0,0
C Zhuwao (2008-2018),2,186,21,0,-,-,6.63,-,0,0,0,0,0,0
KJ Arnott (1987-1993),-,,-,-,-,-,-,-,-,-,0,0,0,0
GA Briant (1993-1993),-,,-,-,-,-,-,-,-,-,0,0,0,0
RD Brown (1983-1987),-,,-,-,-,-,-,-,-,-,0,0,0,0
GK Bruk-Jackson (1993-1993),-,,-,-,-,-,-,-,-,-,0,0,0,0
SV Carlisle (1995-2005),-,,-,-,-,-,-,-,-,-,0,0,0,0
RW Chakabva (2008-2015),-,,-,-,-,-,-,-,-,-,0,0,0,0
BB Chari (2015-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
CK Coventry (2003-2015),-,,-,-,-,-,-,-,-,-,0,0,0,0
SG Davies (1996-1996),-,,-,-,-,-,-,-,-,-,0,0,0,0
T Duffin (2006-2007),-,,-,-,-,-,-,-,-,-,0,0,0,0
CR Ervine (2010-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
EA Essop-Adam (1992-1992),-,,-,-,-,-,-,-,-,-,0,0,0,0
JG Heron (1983-1983),-,,-,-,-,-,-,-,-,-,0,0,0,0
WR James (1992-1996),-,,-,-,-,-,-,-,-,-,0,0,0,0
R Kaia (2015-2015),-,,-,-,-,-,-,-,-,-,0,0,0,0
TS Kamunhukamwe (2018-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
F Kasteni (2007-2007),-,,-,-,-,-,-,-,-,-,0,0,0,0
TN Madondo (1998-2001),-,,-,-,-,-,-,-,-,-,0,0,0,0
A Maregwede (2003-2005),-,,-,-,-,-,-,-,-,-,0,0,0,0
TMK Mawoyo (2006-2014),-,,-,-,-,-,-,-,-,-,0,0,0,0
PJ Moor (2014-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
TV Mufambisi (2006-2007),-,,-,-,-,-,-,-,-,-,0,0,0,0
R Murray (2018-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
F Mutizwa (2009-2011),-,,-,-,-,-,-,-,-,-,0,0,0,0
R Mutumbami (2014-2016),-,,-,-,-,-,-,-,-,-,0,0,0,0
GA Paterson (1983-1987),-,,-,-,-,-,-,-,-,-,0,0,0,0
GE Peckover (1983-1983),-,,-,-,-,-,-,-,-,-,0,0,0,0
AJ Pycroft (1983-1992),-,,-,-,-,-,-,-,-,-,0,0,0,0
AC Waller (1987-1997),-,,-,-,-,-,-,-,-,-,0,0,0,0
Mashrafe Mortaza (2001-2018),200,10005,7985,257,Jun-26,31.07,4.78,38.9,7,1,1,1,0,1
Shakib Al Hasan (2006-2018),192,9897,7333,247,May-47,29.68,4.44,40,8,1,1,1,0,0
Abdur Razzak (2004-2014),152,79638,6065,207,May-29,29.29,4.56,38.4,5,4,1,1,0,1
Rubel Hossain (2009-2018),93,42324,3955,121,Jun-26,32.68,5.6,34.9,7,1,0,1,0,1
Mohammad Rafique (1995-2007),122,6294,4612,119,May-47,38.75,4.39,52.8,2,1,0,0,0,0
Mahmudullah (2007-2018),129,40044,3421,75,03-Apr,45.61,5.12,53.4,0,0,0,0,0,0
Mustafizur Rahman (2015-2018),39,19644,1501,73,Jun-43,20.56,4.58,26.9,2,3,0,1,0,1
Khaled Mahmud (1998-2006),75,33846,2865,67,Apr-19,42.76,5.07,50.5,1,0,0,0,0,0
Shafiul Islam (2010-2016),56,23412,2294,63,Apr-21,36.41,5.87,37.1,4,0,0,0,0,1
Syed Rasel (2005-2010),52,2655,2051,61,Apr-22,33.62,4.63,43.5,1,0,0,1,0,0
Tapash Baisya (2002-2007),56,26064,2452,59,Apr-16,41.55,5.64,44.2,2,0,0,0,0,0
Shahadat Hossain (2006-2013),50,21972,2143,47,Mar-34,45.59,5.84,46.7,0,0,0,0,0,0
Taskin Ahmed (2014-2017),31,14118,1401,45,May-28,31.13,5.94,31.4,2,1,0,1,0,1
Nazmul Hossain (2004-2012),37,1647,1386,44,Apr-40,31.5,5.04,37.4,1,0,0,1,0,1
Naeem Islam (2008-2014),48,17418,1407,35,Mar-32,40.2,4.84,49.8,0,0,0,0,0,0
Hasibul Hossain (1995-2004),32,13746,1338,29,Apr-56,46.13,5.83,47.4,1,0,0,0,0,0
Alok Kapali (2002-2011),49,1452,1255,24,Mar-49,52.29,5.18,60.5,0,0,0,0,0,0
Arafat Sunny (2014-2015),16,8292,600,24,Apr-27,25,4.33,34.5,2,0,0,0,0,0
Manjural Islam (1999-2003),34,15906,1284,24,Mar-37,53.5,4.84,66.2,0,0,0,0,0,0
Mehidy Hasan Miraz (2017-2018),21,1098,785,24,Apr-29,32.7,4.28,45.7,1,0,0,1,0,0
Nasir Hossain (2011-2018),43,12552,988,24,Mar-26,41.16,4.71,52.3,0,0,0,0,0,0
Manjural Islam Rana (2003-2006),23,996,689,23,Apr-34,29.95,4.15,43.3,2,0,0,0,0,0
Farhad Reza (2006-2011),32,1137,1017,22,May-42,46.22,5.35,51.7,0,1,0,0,0,0
Sohag Gazi (2012-2014),19,9186,722,22,Apr-29,32.81,4.71,41.7,1,0,0,0,0,0
Al-Amin Hossain (2014-2015),14,6018,523,21,Apr-51,24.9,5.2,28.7,2,0,0,0,0,0
Enamul Haque (1990-2002),28,12372,1083,19,Feb-40,57,5.24,65.1,0,0,0,0,0,0
Mushfiqur Rahman (2000-2004),28,1332,983,19,Feb-21,51.73,4.42,70.1,0,0,0,0,0,0
Mohammad Ashraful (2001-2013),40,6966,661,18,Mar-26,36.72,5.69,38.7,0,0,0,0,0,0
Rajin Saleh (2003-2006),19,537,459,15,Apr-16,30.6,5.1,35.9,1,0,0,0,0,0
Enamul Haque jnr (2005-2009),10,576,422,14,Mar-16,30.14,4.39,41.1,0,0,0,0,0,0
Sohrawordi Shuvo (2010-2011),17,762,572,14,Mar-14,40.85,4.5,54.4,0,0,0,0,0,0
Minhajul Abedin (1986-1999),18,546,511,13,Feb-39,39.3,5.61,42,0,0,0,0,0,0
Tareq Aziz (2002-2004),10,4638,424,13,Mar-19,32.61,5.47,35.7,0,0,0,0,0,0
Aftab Ahmed (2004-2010),30,7386,656,12,May-31,54.66,5.32,61.5,0,1,0,0,0,0
Mosaddek Hossain (2016-2018),22,5412,454,11,Mar-13,41.27,5.02,49.2,0,0,0,0,0,0
Shafiuddin Ahmed (1997-2000),11,4938,426,11,Mar-42,38.72,5.16,45,0,0,0,0,0,0
Mohammad Sharif (2001-2007),9,4986,424,10,Mar-40,42.4,5.09,49.9,0,0,0,0,0,0
Naimur Rahman (1995-2002),24,10932,904,10,Feb-51,90.4,4.95,109.4,0,0,0,0,0,0
Sanwar Hossain (1998-2003),13,381,327,10,Mar-49,32.7,5.12,38.3,0,0,0,0,0,0
Ziaur Rahman (2013-2014),11,390,301,10,May-30,30.1,4.63,39,0,1,0,0,0,0
Dolar Mahmud (2008-2009),7,210,258,8,Apr-28,32.25,7.37,26.2,1,0,0,0,0,0
Aminul Islam (1988-2002),19,4104,411,7,Mar-57,58.71,5.98,58.8,0,0,0,0,0,0
Mahbubul Alam (2009-2009),5,222,280,7,Feb-42,40,7.56,31.7,0,0,0,0,0,0
Mominul Haque (2012-2018),12,234,190,7,Feb-13,27.14,4.87,33.4,0,0,0,0,0,0
Athar Ali Khan (1988-1998),15,420,365,6,Feb-33,60.83,5.21,70,0,0,0,0,0,0
Mohammad Saifuddin (2017-2018),7,282,238,6,Mar-45,39.66,5.06,47,0,0,0,0,0,0
Saiful Islam (1990-1997),7,3018,256,6,Apr-36,42.66,5.06,50.5,1,0,0,0,0,0
Talha Jubair (2002-2003),6,204,255,6,Apr-65,42.5,7.5,34,1,0,0,0,0,0
Elias Sunny (2011-2012),4,204,161,5,Feb-21,32.2,4.73,40.8,0,0,0,0,0,0
Gholam Nousher (1986-1990),9,408,314,5,Jan-27,62.8,4.61,81.6,0,0,0,0,0,0
Nazmul Islam (2018-2018),5,264,224,5,Feb-38,44.8,5.09,52.8,0,0,0,0,0,0
Sunzamul Islam (2017-2018),3,150,79,5,Feb-22,15.8,3.16,30,0,0,0,0,0,0
Taijul Islam (2014-2016),4,222,151,5,04-Nov,30.2,4.08,44.4,1,0,0,0,0,0
Azhar Hossain (1988-1990),7,261,209,4,Jan-20,52.25,4.76,65.7,0,0,0,0,0,0
Jubair Hossain (2014-2015),3,114,114,4,Feb-41,28.5,6,28.5,0,0,0,0,0,0
Mehrab Hossain jnr (2006-2009),10,2526,214,4,Feb-30,53.5,5.07,63.2,0,0,0,0,0,0
Mosharraf Hossain (2008-2016),5,198,147,4,Mar-24,36.75,4.45,49.5,0,0,0,0,0,0
Sheikh Salahuddin (1997-1997),6,246,249,4,Feb-48,62.25,6.07,61.5,0,0,0,0,0,0
Abu Hider (2018-2018),2,108,89,3,Feb-50,29.66,4.94,36,0,0,0,0,0,0
Ehsanul Haque (2002-2003),3,1398,113,3,Feb-34,37.66,4.8,47,0,0,0,0,0,0
Sabbir Rahman (2014-2018),17,2112,244,3,01-Dec,81.33,6.9,70.6,0,0,0,0,0,0
Gazi Ashraf (1986-1990),3,498,33,2,01-Jul,16.5,3.88,25.5,0,0,0,0,0,0
Golam Faruq (1986-1990),5,186,116,2,Jan-22,58,3.74,93,0,0,0,0,0,0
Jahangir Shah (1986-1990),5,234,172,2,Feb-23,86,4.41,117,0,0,0,0,0,0
Morshed Ali Khan (1998-1998),3,138,85,2,Jan-26,42.5,3.69,69,0,0,0,0,0,0
Robiul Islam (2013-2013),3,1326,117,2,Jan-21,58.5,5.27,66.5,0,0,0,0,0,0
Ahmed Kamal (1999-1999),1,30,39,1,Jan-39,39,7.8,30,0,0,0,0,0,0
Aminul Islam jnr (1999-1999),1,30,33,1,Jan-33,33,6.6,30,0,0,0,0,0,0
Faisal Hossain (2004-2010),2,726,53,1,Jan-27,53,4.35,73,0,0,0,0,0,0
Habibul Bashar (1995-2007),6,1746,142,1,Jan-31,142,4.86,175,0,0,0,0,0,0
Neeyamur Rashid (1999-1999),2,78,66,1,Jan-46,66,5.07,78,0,0,0,0,0,0
Soumya Sarkar (2014-2018),6,120,105,1,Jan-19,105,5.25,120,0,0,0,0,0,0
Subashis Roy (2016-2016),1,60,45,1,Jan-45,45,4.5,60,0,0,0,0,0,0
Tushar Imran (2001-2007),5,126,103,1,Jan-24,103,4.9,126,0,0,0,0,0,0
Abul Hasan (2012-2018),7,216,244,0,-,-,6.77,-,0,0,0,0,0,0
Akram Khan (1988-2003),6,1158,138,0,-,-,7.07,-,0,0,0,0,0,0
Anisur Rahman (1995-1998),2,48,68,0,-,-,8.5,-,0,0,0,0,0,0
Anwar Hossain Monir (2002-2002),1,48,45,0,-,-,5.62,-,0,0,0,0,0,0
Ariful Haque (2018-2018),1,18,17,0,-,-,5.66,-,0,0,0,0,0,0
Fahim Muntasir (2001-2002),3,1686,111,0,-,-,3.94,-,0,0,0,0,0,0
Fazle Mahmud (2018-2018),1,18,16,0,-,-,5.33,-,0,0,0,0,0,0
Hannan Sarkar (2002-2004),1,18,13,0,-,-,26,-,0,0,0,0,0,0
Jahangir Alam Talukdar (1990-1990),2,42,36,0,-,-,5.14,-,0,0,0,0,0,0
Jamaluddin Ahmed (2003-2003),1,24,28,0,-,-,7,-,0,0,0,0,0,0
Junaid Siddique (2007-2011),2,12,13,0,-,-,6.5,-,0,0,0,0,0,0
Mafizur Rahman (1997-1997),4,66,73,0,-,-,6.63,-,0,0,0,0,0,0
Mazharul Haque (2002-2002),1,24,4,0,-,-,6,-,0,0,0,0,0,0
Mehrab Hossain (1998-2003),3,30,42,0,-,-,8.4,-,0,0,0,0,0,0
Raqibul Hasan (1986-1986),1,6,4,0,-,-,24,-,0,0,0,0,0,0
Samiur Rahman (1986-1986),2,60,30,0,-,-,3,-,0,0,0,0,0,0
Shamsur Rahman (2013-2014),1,6,13,0,-,-,13,-,0,0,0,0,0,0
Shariful Haque (1998-1998),1,18,21,0,-,-,7,-,0,0,0,0,0,0
Shuvagata Hom (2011-2011),1,12,9,0,-,-,4.5,-,0,0,0,0,0,0
Tamim Iqbal (2007-2018),2,6,13,0,-,-,13,-,0,0,0,0,0,0
Tanbir Hayder (2016-2016),2,60,67,0,-,-,6.7,-,0,0,0,0,0,0
Wahidul Gani (1988-1988),1,36,32,0,-,-,5.33,-,0,0,0,0,0,0
Zakir Hasan (1997-1997),1,12,17,0,-,-,8.5,-,0,0,0,0,0,0
Zakir Hossain (1998-1998),1,24,18,0,-,-,4.5,-,0,0,0,0,0,0
Al Sahariar (1999-2003),-,,-,-,-,-,-,-,-,-,0,0,0,0
Anamul Haque (2012-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
Anwar Hossain (2002-2002),-,,-,-,-,-,-,-,-,-,0,0,0,0
Dhiman Ghosh (2008-2008),-,,-,-,-,-,-,-,-,-,0,0,0,0
Faruk Ahmed (1988-1999),-,,-,-,-,-,-,-,-,-,0,0,0,0
Hafizur Rahman (1986-1986),-,,-,-,-,-,-,-,-,-,0,0,0,0
Harunur Rashid (1988-1988),-,,-,-,-,-,-,-,-,-,0,0,0,0
Imrul Kayes (2008-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
Jahangir Alam (1997-1999),-,,-,-,-,-,-,-,-,-,0,0,0,0
Jahurul Islam (2010-2013),-,,-,-,-,-,-,-,-,-,0,0,0,0
Javed Omar (1995-2007),-,,-,-,-,-,-,-,-,-,0,0,0,0
Khaled Mashud (1995-2006),-,,-,-,-,-,-,-,-,-,0,0,0,0
Liton Das (2015-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
Mahbubur Rahman (1999-1999),-,,-,-,-,-,-,-,-,-,0,0,0,0
Mohammad Mithun (2014-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
Mohammad Salim (2003-2003),-,,-,-,-,-,-,-,-,-,0,0,0,0
Moniruzzaman (2003-2003),-,,-,-,-,-,-,-,-,-,0,0,0,0
Mushfiqur Rahim (2006-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
Nafees Iqbal (2003-2005),-,,-,-,-,-,-,-,-,-,0,0,0,0
Nasir Ahmed (1988-1990),-,,-,-,-,-,-,-,-,-,0,0,0,0
Nazimuddin (2008-2012),-,,-,-,-,-,-,-,-,-,0,0,0,0
Najmul Hossain Shanto (2018-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
Nurul Abedin (1986-1990),-,,-,-,-,-,-,-,-,-,0,0,0,0
Nurul Hasan (2016-2016),-,,-,-,-,-,-,-,-,-,0,0,0,0
Rafiqul Alam (1986-1986),-,,-,-,-,-,-,-,-,-,0,0,0,0
Rafiqul Islam (2002-2002),-,,-,-,-,-,-,-,-,-,0,0,0,0
Raqibul Hasan (2008-2011),-,,-,-,-,-,-,-,-,-,0,0,0,0
Sajjad Ahmed (1995-1995),-,,-,-,-,-,-,-,-,-,0,0,0,0
Shaheedur Rahman (1986-1986),-,,-,-,-,-,-,-,-,-,0,0,0,0
Shahriar Hossain (1997-2004),-,,-,-,-,-,-,-,-,-,0,0,0,0
Shahriar Nafees (2005-2011),-,,-,-,-,-,-,-,-,-,0,0,0,0
Zahid Razzak (1988-1990),-,,-,-,-,-,-,-,-,-,0,0,0,0
KJ O'Brien (2006-2018),107,40878,3575,112,Apr-13,31.91,5.24,36.5,5,0,0,1,0,1
GH Dockrell (2010-2018),75,37872,2907,81,Apr-24,35.88,4.6,46.7,4,0,0,0,0,0
WB Rankin (2007-2018),52,2616,2067,74,Apr-15,27.93,4.74,35.3,3,0,0,1,0,1
DT Johnston (2006-2013),63,29292,2115,66,May-14,32.04,4.33,44.3,1,1,0,1,0,0
AR Cusack (2007-2015),52,19518,1510,63,May-20,23.96,4.63,31,1,1,0,1,0,1
TJ Murtagh (2012-2018),44,2310,1725,58,Apr-30,29.74,4.48,39.8,4,0,0,1,0,1
JF Mooney (2006-2015),50,17958,1635,48,Apr-27,34.06,5.45,37.4,2,0,0,1,0,1
BJ McCarthy (2016-2018),23,1194,1156,47,May-46,24.59,5.8,25.4,2,1,0,1,0,1
AC Botha (2006-2011),33,1560,1134,42,Apr-19,27,4.36,37.1,2,0,0,1,0,1
PR Stirling (2008-2018),68,23064,1841,40,Jun-55,46.02,4.78,57.7,1,1,0,0,0,0
WK McCallan (2006-2009),35,18024,1208,39,Apr-30,30.97,4.01,46.2,2,0,0,1,0,0
PKD Chase (2015-2018),24,12372,1356,34,Mar-33,39.88,6.57,36.4,0,0,0,0,0,1
AR McBrine (2014-2018),32,1605,1212,33,Mar-38,36.72,4.52,48.6,0,0,0,0,0,0
CA Young (2014-2017),12,6558,563,27,May-46,20.85,5.14,24.3,0,1,0,0,0,0
D Langford-Smith (2006-2008),21,942,797,25,Mar-32,31.88,5.07,37.6,0,0,0,0,0,0
AR White (2006-2014),35,867,688,25,Apr-44,27.52,4.75,34.7,1,0,0,0,0,0
MC Sorensen (2013-2016),12,5418,520,16,Apr-40,32.5,5.74,33.9,1,0,0,0,0,0
PC Connell (2008-2010),12,564,518,13,Mar-68,39.84,5.51,43.3,0,0,0,0,0,0
SR Thompson (2013-2017),16,5586,490,12,Feb-17,40.83,5.25,46.5,0,0,0,0,0,0
A van der Merwe (2010-2011),9,432,323,11,May-49,29.36,4.48,39.2,0,1,0,0,0,0
NG Jones (2010-2011),13,387,234,10,Feb-19,23.4,3.6,38.9,0,0,0,0,0,0
Simi Singh (2017-2018),8,360,235,9,Mar-15,26.11,3.91,40,0,0,0,0,0,0
RM West (2008-2009),9,4458,279,9,Apr-26,31,3.74,49.6,1,0,0,0,0,0
J Mulder (2017-2017),4,186,155,5,Mar-57,31,5,37.2,0,0,0,0,0,0
A Balbirnie (2010-2018),3,60,68,2,Jan-26,34,6.8,30,0,0,0,0,0,0
EJ Richardson (2013-2013),2,66,54,2,Feb-39,27,4.9,33,0,0,0,0,0,0
RK Whelan (2007-2007),2,90,99,2,Jan-43,49.5,6.6,45,0,0,0,0,0,0
PS Eaglestone (2008-2008),1,42,60,1,Jan-60,60,8.57,42,0,0,0,0,0,0
MJ Fourie (2007-2008),5,177,128,1,Jan-33,128,4.29,179,0,0,0,0,0,0
GE Kidd (2007-2008),5,216,172,1,Jan-27,172,4.77,216,0,0,0,0,0,0
R Strydom (2008-2008),1,48,63,1,Jan-63,63,7.87,48,0,0,0,0,0,0
GJ Thompson (2008-2008),3,72,73,1,Jan-35,73,6.08,72,0,0,0,0,0,0
J Anderson (2014-2016),2,30,20,0,-,-,4,-,0,0,0,0,0,0
SA Britton (2009-2009),1,36,37,0,-,-,6.16,-,0,0,0,0,0,0
KED Carroll (2007-2007),1,6,8,0,-,-,8,-,0,0,0,0,0,0
GJ McCarter (2014-2014),1,48,38,0,-,-,4.75,-,0,0,0,0,0,0
PJK Mooney (2006-2007),4,858,100,0,-,-,6.89,-,0,0,0,0,0,0
JP Bray (2006-2007),-,,-,-,-,-,-,-,-,-,0,0,0,0
PG Gillespie (2006-2007),-,,-,-,-,-,-,-,-,-,0,0,0,0
RS Haire (2008-2008),-,,-,-,-,-,-,-,-,-,0,0,0,0
JD Hall (2010-2010),-,,-,-,-,-,-,-,-,-,0,0,0,0
DI Joyce (2006-2007),-,,-,-,-,-,-,-,-,-,0,0,0,0
EC Joyce (2011-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
RD McCann (2010-2010),-,,-,-,-,-,-,-,-,-,0,0,0,0
EJG Morgan (2006-2009),-,,-,-,-,-,-,-,-,-,0,0,0,0
NJ O'Brien (2006-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
WTS Porterfield (2006-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
AD Poynter (2008-2014),-,,-,-,-,-,-,-,-,-,0,0,0,0
SW Poynter (2014-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
JNK Shannon (2013-2013),-,,-,-,-,-,-,-,-,-,0,0,0,0
SP Terry (2016-2016),-,,-,-,-,-,-,-,-,-,0,0,0,0
GC Wilson (2007-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
Rashid Khan (2015-2018),50,26226,1708,118,Jul-18,14.47,3.9,22.2,4,4,0,1,1,1
Mohammad Nabi (2009-2018),103,5058,3585,114,Apr-30,31.44,4.25,44.3,2,0,0,1,0,0
Dawlat Zadran (2011-2018),70,32706,2914,98,Apr-22,29.73,5.34,33.3,3,0,0,1,0,1
Hamid Hassan (2009-2016),31,1518,1153,56,May-45,20.58,4.55,27.1,2,1,0,1,0,1
Mirwais Ashraf (2009-2016),45,2007,1360,46,Apr-35,29.56,4.06,43.6,1,0,0,1,0,0
Mujeeb Ur Rahman (2017-2018),23,1308,839,44,May-50,19.06,3.84,29.7,2,1,0,1,1,1
Samiullah Shinwari (2009-2018),63,2001,1638,44,Apr-31,37.22,4.9,45.5,1,0,0,0,0,0
Shapoor Zadran (2009-2018),43,19338,1543,43,Apr-24,35.88,4.78,45,2,0,0,0,0,0
Amir Hamza (2012-2017),31,15504,1016,40,Apr-17,25.4,3.92,38.8,1,0,0,1,1,1
Gulbadin Naib (2011-2018),45,15132,1319,37,Apr-27,35.64,5.22,40.9,2,0,0,0,0,0
Aftab Alam (2010-2018),20,9378,772,27,Mar-48,28.59,4.93,34.7,0,0,0,0,0,0
Rahmat Shah (2013-2018),19,4032,400,12,May-32,33.33,5.94,33.6,0,1,0,0,0,0
Sharafuddin Ashraf (2014-2018),14,5952,414,12,Mar-29,34.5,4.16,49.6,0,0,0,0,0,0
Khaliq Dad (2009-2010),6,252,150,9,Mar-30,16.66,3.57,28,0,0,0,0,0,0
Izatullah Dawlatzai (2010-2015),5,210,146,8,Apr-38,18.25,4.17,26.2,1,0,0,0,0,0
Javed Ahmadi (2010-2018),15,363,294,8,Apr-37,36.75,4.83,45.6,1,0,0,0,0,0
Nawroz Mangal (2009-2016),16,291,235,8,Mar-35,29.37,4.81,36.6,0,0,0,0,0,0
Karim Sadiq (2009-2016),12,3192,201,6,02-Oct,33.5,3.76,53.3,0,0,0,0,0,0
Fareed Ahmad (2014-2017),4,150,143,5,Mar-65,28.6,5.72,30,0,0,0,0,0,0
Asghar Afghan (2009-2018),7,1386,91,3,01-Jan,30.33,3.92,46.3,0,0,0,0,0,0
Hasti Gul (2009-2009),2,114,73,3,Feb-48,24.33,3.84,38,0,0,0,0,0,0
Abdullah Mazari (2010-2010),2,96,49,2,Jan-18,24.5,3.06,48,0,0,0,0,0,0
Naveen-ul-Haq (2016-2016),2,1092,111,2,Jan-49,55.5,6.05,55,0,0,0,0,0,0
Rokhan Barakzai (2015-2015),1,60,45,2,Feb-45,22.5,4.5,30,0,0,0,0,0,0
Yamin Ahmadzai (2015-2016),3,108,90,2,Jan-23,45,5,54,0,0,0,0,0,0
Dawlat Ahmadzai (2009-2010),3,1104,121,1,Jan-40,121,6.48,112,0,0,0,0,0,0
Usman Ghani (2014-2017),2,372,34,1,Jan-21,34,5.36,38,0,0,0,0,0,0
Ahmed Shah (2009-2009),1,6,12,0,-,-,12,-,0,0,0,0,0,0
Hashmatullah Shahidi (2013-2018),2,18,25,0,-,-,8.33,-,0,0,0,0,0,0
Karim Janat (2017-2017),1,24,31,0,-,-,7.75,-,0,0,0,0,0,0
Najibullah Zadran (2012-2018),2,30,30,0,-,-,6,-,0,0,0,0,0,0
Nasir Jamal (2014-2018),1,6,7,0,-,-,7,-,0,0,0,0,0,0
Raees Ahmadzai (2009-2010),1,24,16,0,-,-,4,-,0,0,0,0,0,0
Zakiullah Zaki (2012-2012),1,24,27,0,-,-,6.75,-,0,0,0,0,0,0
Afsar Zazai (2014-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
Hazratullah Zazai (2018-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
Ihsanullah (2017-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
Mohammad Shahzad (2009-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
Mohibullah Oryakhel (2013-2013),-,,-,-,-,-,-,-,-,-,0,0,0,0
Najeeb Tarakai (2017-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
Noor-ul-Haq (2010-2010),-,,-,-,-,-,-,-,-,-,0,0,0,0
Noor Ali Zadran (2009-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
Shabir Noori (2010-2016),-,,-,-,-,-,-,-,-,-,0,0,0,0
Shafiqullah (2009-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
